run_id,model,source_type,instruction,response,text
3e8f45de-gemini-2.5-flash-Oireachtas-14,gemini-2.5-flash,Oireachtas,"Cé mhéad scéim teanga atá daingnithe anois faoi Acht na dTeangacha Oifigiúla 2003, de réir an Aire Gnóthaí Pobail, Tuaithe agus Gaeltachta?","Tá 70 scéim teanga, a chlúdaíonn 128 comhlacht poiblí, daingnithe agus foilsithe anois.","85
               D’fhiafraigh 
              Deputy Michael D. Higgins
               den 
              Aire Gnóthaí Pobail, Tuaithe agus Gaeltachta
               an mó scéim teanga atá aontaithe anois faoi Acht na dTeangacha Oifigiúla 2003; agus an ndéanfaidh sé ráiteas ina thaobh. 
              [32619/07] Tá 70 scéim teanga a chlúdaíonn 128 comhlacht poiblí daingnithe agam anois agus foilsithe. Ta na scéimeanna seo uile ar fáil ar shuíomh idirlín an Choimisinéara Teanga, www.coimisineir.ie.  Sa bhreis ar sin, tá fógra seolta agam chuig os cionn 50 gcomhlacht poiblí eile ag iarraidh orthu dréacht-scéim teanga a ullmhú agus a sheoladh chugam le daingniú.  Tá oifigigh mo Roinne ag plé leis na comhlachtaí sin faoi láthair."
f745d7ee-gemini-2.5-flash-Oireachtas-15,gemini-2.5-flash,Oireachtas,"Mínigh cén fáth a deirtear gur scannal atá sa Bhille seo do chosmhuintir na tíre, ach go bhfuil sé tairbheach do na daoine saibhre, ag cur san áireamh na pointí cánach a luaitear sa téacs.","Deirtear gur scannal é an Bille seo do chosmhuintir na tíre toisc go bhfanann an leibhéal ath-chreasú i talún mar atá sé nó níos measa, rud nach dtéann chun tairbhe dóibh. Ar an láimh eile, tá sé tairbheach do na daoine saibhre toisc gur féidir leo acra talmhaíochta, ar fiú £10,000 é, a dhíol ar thart ar £1,000,000 le lucht tógála agus gan ach 20% de Cháin Ghnóthachan Caipitiúil (Capital Gains Tax) a íoc air. Déantar an ráta seo a chur i gcomparáid leis an 42% atá á íoc ag go leor daoine eile, rud a léiríonn go bhfuil an cáin is ísle ag na daoine is saibhre sa tír.","Níl mórán ama agamsa ach is féidir liom a rá gur scannal atá sa Bhille seo do chosmhuintir na tíre. Is maith an rud é do na daoine saibhre, mar go bhfanann an leibhéil ath-chreasú i talún mar atá sé nó níos measa. Má tá acra talmhaíochta ar luach £10,000 ag duine ar imeall chathair Átha Cliath is féidir é a dhíol ar thart ar £1,000,000 le lucht tógála. Níl le h-íoc ansin agat ach 20% ar Capital Gains Tax. I gcomparáid lena lán daoine atá ag íoc 42% níl a fhios agam conas is féidir leis an Rialtas a rá go bhfuil siad i bhfábhar ísliú cánach sa tslí sin. Is é an cáin íseal atá ag na daoine is saibhre sa tír agus má tá scaranna ag duine níl le h-íoc ag duine ach 20% cánach ar Capital Gains Tax ach oiread. Dá bharr sin is iad na daoine a bhfuil airgead acu atá i bhfábhar na Bille seo don chuid is mó. Tá an cuma céanna ar an gcóras coigealtais, Savings Scheme, chomh maith. Is iad na daoine ag a bhfuil níos mó airgid gur féidir an méid is mó brabúis a thuilleamh."
3977966a-gemini-2.5-flash-Oireachtas-16,gemini-2.5-flash,Oireachtas,Déan cur síos ar an bpríomhcheist a cuireadh maidir le soláthar seirbhísí nuachta in RTÉ.,Is í an phríomhcheist a cuireadh ná an bhfuil an dream atá ag soláthar seirbhísí nuachta i nGaeilge nó pé rud é in RTÉ ar an bpá céanna leis an dream a dhéanann an rud céanna i mBéarla.,"Díreach mar cheist scoir, tá ceist mhór agam. Ba cheart í a bheith curtha ar dtús. An bhfuil an dream atá ag soláthar seirbhísí nuachta i nGaeilge nó pé rud é in RTÉ ar an bpá céanna leis an dream a dhéanann an rud céanna i mBéarla?"
c55e8818-gemini-2.5-flash-Oireachtas-17,gemini-2.5-flash,Oireachtas,An bhfuil sé fíor gur féidir leis an ngrúpa ardleibhéil cuireadh a thabhairt do pháirtithe leasmhara cur i láthair a dhéanamh ag cruinnithe den ghrúpa oibre?,"Tá sé fíor. Is féidir leis an ngrúpa ardleibhéil seo cuireadh a thabhairt do pháirtithe leasmhara cur i láthair a dhéanamh ag cruinnithe den ghrúpa oibre, de réir mar is cuí.","Is féidir leis an ngrúpa ardleibhéil seo cuireadh a thabhairt do pháirtithe leasmhara cur i láthair a dhéanamh ag cruinnithe den ghrúpa oibre, de réir mar is cuí. Chomh maith leis sin, is féidir leis an ngrúpa ardleibhéil seo foghrúpaí a bhunú freisin, de réir mar is cuí ar bhonn ad hoc, chun déileáil le ceisteanna a bhaineann le réimsí sainiúla oideachais."
f41facee-gemini-2.5-flash-Oireachtas-18,gemini-2.5-flash,Oireachtas,"De réir an téacs, cén chaoi a bhfuil £2m den soláthar £3.344m atá ar fáil i mbliana do scéimeanna feabhsúcháin na Roinne á úsáid?","Tá £2m den soláthar £3.344m atá ar fáil i mbliana do scéimeanna feabhsúcháin na Roinne á dhíriú ar an gcéad chéim den mhórscéim mhuiroibreacha trí bliana chun áiseanna oiriúnacha calaíochta a fhorbairt ag an gcé ag an mBaile Thiar, Toraigh, Co. Dhún na nGall.","Maidir le scéimeanna feabhsúcháin sa Ghaeltacht, den soláthar de £3.344m atá ar fáil i mbliana do scéimeanna feabhsúcháin mo Roinnse, tá£2m á dhíriú ar an gcéad chéim den mhórscéim mhuiroibreacha trí bliana chun áiseanna oiriúnacha calaíochta a fhorbairt ag an gcé ag an mBaile Thiar, Toraigh, Co. Dhún na nGall. Cuirfear críoch chomh maith i mbliana ar an mórscéim mhuiroibreacha ar Inis Meáin agus ar Inis Oírr, na hOileáin Árainn — obair a bheidh chun sochair do mhuintir na n-oileán sin agus chun leas fhorbairt thionscal na turasóireachta."
4361c0a6-gemini-2.5-flash-Oireachtas-19,gemini-2.5-flash,Oireachtas,An fíor gur fhuair RTÉ €197.645m ó fháltais cheadúnais teilifíse sa bhliain 2020?,Is fíor gur fhuair RTÉ €197.645m san iomlán ó fháltais cheadúnais teilifíse sa bhliain 2020.,"Tagann maoiniú RTÉ ó ioncam tráchtála agus ó fháltais tháillí ceadúnais araon. Cuimsíonn fáltais tháillí ceadúnais díolachán díreach An Post, a ghníomhaíonn mar mo ghníomhaire eisiúna faoi Alt 145 den Acht Craolacháin 2009 agus ranníocaíocht ón Roinn Cosanta Sóisialta i leith ceadúnas saor in aisce a eisítear faoin Scéim um Shochar Teaghlaigh. Rinneadh foráil do 69.787m in 2021 maidir le ceadúnais saor in aisce. Ní bheimid in ann an méid iomlán a fuarthas trí dhíolachán díreach cheadúnais teilifíse nó leithdháileadh foriomlán RTÉ a oibriú amach go dtí deireadh na bliana, mar sin, ach sa bhliain 2020 fuair RTÉ €197.645m san iomlán ó fháltais cheadúnais teilifíse."
013703a3-gemini-2.5-flash-Oireachtas-20,gemini-2.5-flash,Oireachtas,Cén fáth a bhfuil an cainteoir ag labhairt i nGaeilge?,Tá an cainteoir ag labhairt inár dteanga féin chun déashompla a thabhairt do na daoine nach bhfuil ach beagán Gaeilge acu.,"Ba mhaith liom comhgháirdeachas a dhéanamh leis an Aire as ucht an óráid a rinne sé inniu.  Theasbáin sé go raibh suim mhór aige in a Roinn féin agus sa cheist Oideachais ar fad.  Ní rabhas anseo nuair bhí sé ag caint, ach is dóigh liom gur labhair sé i nGaeilge. Mhol sé é sin a dhéanamh.  Táimse ag labhairt in ár dteanga féin chun déashompla a thabhairt do na daoine mar mé féin—daoine nach bhfuil ach beagán Gaeilge acu."
bdc7df33-gpt-5-Wiki-1,gpt-5,Wiki,"Mínigh, bunaithe ar an gcomhthéacs thuas faoi “Treasach”, cad é an tréimhse seo sa ré Chéineasóch: luaigh a raon ama, a roinnt i gcúig chuid, agus cad a tharla go luath inti ó thaobh tógála sléibhte agus éabhlóide na mamach de.","Is í an Tréasach an tréimhse is luaithe de dhá thréimhse na ré Chéineasóiche, ag síneadh ó thart ar 65 go 2 mhilliún bliain ó shin. Roinntear í i gcúig chuid: pailéicéineach, eocéineach, olagaicéineach, mícéineach, agus plícéineach. Go luath sa tréimhse seo tharla tógáil ollmhór sléibhte—na hAlpa, na Himileithe, na hAindéis, agus na Creagaigh—agus rinneadh éagsúlacht mhór i measc na mamach.","Treasach

An tréimhse is luaithe den dá thréimhse sa ré Chéineasóch, 65-2 milliún bliain ó shin. Roinntear í i 5 chuid: pailéicéineach, eocéineach, olagaicéineach, mícéineach, agus plícéineach. Go luath sa tréimhse tharla tógáil ollmhór sléibhte (na hAlpa, na Himileithe, na hAindéis, na Creagaigh) agus rinneadh éagsúlacht mhór i measc na mamach."
d910ae73-gpt-5-Wiki-2,gpt-5,Wiki,"Mínigh, bunaithe ar an scéal faoi Chloch Labhrais i gContae Phort Láirge, cad a tharla nuair a bhí beirt ag argóint agus a dúirt an bréagadóir ""Go scoiltfidh an chloch muna bhfuil an fhírinne dá hinsint agam"", agus cad a dúirt an chloch ina dhiaidh sin.","De réir an téacs, scoilt Cloch Labhrais ina dhá leath ar an toirt nuair a dúirt an bréagadóir go scoiltfeadh sí mura raibh an fhírinne á hinsint aige. Ansin labhair an chloch féin agus dúirt sí: ""Bíonn an fhírinne searbh.""","Cloch Labhrais

Is bollán iomráiteach suite i gContae Phort Láirge í Cloch Labhrais. Is erratic mór oighreach é.
""Tá an fhirinne searbh arsa Cloch Labhrais ag preabadh""
Cloch a bhfuil bua na cainte aici - bhí beirt ag argóint, an fhírinne ag duine acu agus an t-éitheach ag an duine eile. Dúirt an bréagadóir ""Go scoiltfidh an chloch muna bhfuil an fhírinne dá hinsint agam"". Scoilt an chloch ina dhá leath ar an toirt agus dúirt an chloch féin, ""Bíonn an fhírinne searbh""."
cf994837-gpt-5-Wiki-3,gpt-5,Wiki,"Mínigh, bunaithe ar an sliocht “Stróbascóp” thuas, cad é stróbascóp, conas a ghineann sé solas, cén mhinicíocht a d’fhéadfadh a bheith ag a bhíoga, agus cén úsáid a bhaintear as i ngrianghrafadóireacht.","Is feiste é stróbascóp a tháirgeann bíoga gearra solais go tréimhsiúil le lampa stua mearcair. Tá minicíocht na mbíog inathraithe agus féadann sí dul suas go dtí na mílte in aghaidh an tsoicind. I ngrianghrafadóireacht, úsáidtear é chun cuid mhaith íomhánna de réad atá faoi ghluaiseacht a dhéanamh i nochtadh amháin, ionas go dtaispeántar ilíomhánna sa phictiúr céanna.","Stróbascóp

Feiste a dhéanann bíoga gearra solais go tréimhsiúil le lampa stua mearcair. Bíonn minicíocht na mbíog inathraithe, suas leis na mílte in aghaidh an tsoicind. I ngrianghrafadóireacht, is féidir cuid mhaith íomhánna a dhéanamh de réad atá faoi ghluaiseacht i nochtadh amháin, agus mar sin i bpictiúr amháin."
a203b0ac-gpt-5-Wiki-4,gpt-5,Wiki,"Mínigh, bunaithe ar an sliocht “Fithis”, cad is fithis ann sa réalteolaíocht, na foirmeacha a d’fhéadfadh a bheith ag fithis nuair nach bhfuil ach dhá rinn i gceist, agus déan cur síos ar fhithis gheocónaitheach (airde, conas a fhanann an satailít sa suíomh céanna sa spéir i leith an Domhain, agus cén fáth go bhfuil sé riachtanach don teileachumarsáid).","Is éard is fithis ann sa réalteolaíocht ná an chonair a leanann rinn neimhe nó satailít agus í ag gluaiseacht i réimse imtharraingthe. Nuair nach bhfuil ach dhá rinn i gceist, is féidir an fhithis a ríomh go han‑chruinn agus bíonn sí de fhoirm ghearrtha cónaigh: parabóil, éilips nó ciorcal. Maidir le fithis gheocónaitheach, bíonn satailít teileachumarsáide nó teilifíse ag airde 36,000 km os cionn an mheánchiorcail, agus fanann sí i gcéim le rothlú an Domhain, sa suíomh céanna sa spéir i leith an Domhain an t‑am ar fad. Tá an seasamh seasta sin riachtanach don teileachumarsáid.","Fithis

Is éard is fithis ann sa réalteolaíocht ná an chonair a leanann rinn neimhe nó satailít agus í ag gluaiseacht i réimse imtharraingthe. Más dhá rinn amháin atá san áireamh, is féidir an fhithis a ríomh go han-chruinn, agus foirm ghearrtha cónaigh a bhíonn inti, is é sin parabóil, éilips, nó ciorcal. Is fithis gheocónaitheach a bhíonn ag satailít teileachumarsáide nó teilifíse ag airde 36,000 km os cionn an mheánchiorcail, ionas go bhfanann sí i gcéim le rothlú an Domhain agus san ionad céanna sa spéir, i leith an Domhain, t-am ar fad, rud atá riachtanach don teileachumarsáid."
04d7a957-gpt-5-Wiki-5,gpt-5,Wiki,"An fíor, bunaithe ar an téacs faoi Milan Baroš, gur chaith sé dhá bhliain ag imirt le hAston Villa tar éis dó Liverpool a fhágáil?","Is fíor. De réir an téacs, tar éis dó Liverpool a fhágáil, chaith Milan Baroš dhá bhliain ag imirt le hAston Villa.","Milan Baroš

Is imreoir sacair é Milan Baroš (r.28 Deireadh Fómhair, 1981, i Vigantice, Poblacht na Seice), atá ag imirt faoi láthair le Lyon sa Fhrainc. D'imir sé le Banik Ostrava ó 1998 go dtí 2001, sular bhog sé go dtí Liverpool Football Club sa bhliain 2002. D'imir sé leis an bhfoireann seo idir 2002 agus 2005. Tar éis dó Liverpool a fhágáil, chaith sé dhá bhliain ag imirt le hAston Villa."
18146b13-gpt-5-Wiki-6,gpt-5,Wiki,"An fíor, bunaithe ar an sliocht faoi Lucas Neill, gur imir sé le Millwall ó 1995 go 2001, le Blackburn Rovers ó 2001 go 2007, agus go raibh sé ina chaptaen ar fhoireann Blackburn Rovers?","Tá, is fíor. D’imir sé le Millwall ó 1995 go 2001, le Blackburn Rovers ó 2001 go 2007, agus bhí sé ina chaptaen ar fhoireann Blackburn Rovers.","Lucas Neill

Is iarimreoir sacair é Lucas Edward Neill (r. 9 Meitheamh 1978 i Sydney, An Astráil). B'as Tuaisceart na hÉireann a athair. D'imir sé le West Ham United. Bhí sé ina chaptaen.
D'imir sé le Millwall ón bhliain 1995 go 2001, agus d'imir sé le Blackburn Rovers ón bhliain 2001 go 2007 . Bhí sé ina chaptaen ar an fhoireann Blackburn Rovers.
D'imir Neill le foireann náisiúnta na hAstráile."
7e310ea2-gpt-5-Wiki-7,gpt-5,Wiki,"Déan cur síos gearr ar 2018 Taiwan Open bunaithe ar an sliocht thuas: luaigh an áit ar imríodh é, na dátaí, an heagrán, agus na buaiteoirí i singil agus i mbeirteanna.","Ba chomórtas WTA Tour é 2018 Taiwan Open a imríodh ag Taipei Heping Basketball Gymnasium i Taipei, An Téaváin. Thosaigh an príomhchomórtas ar 29 Eanáir 2018 agus chríochnaigh sé ar 4 Feabhra 2018. Ba é 2018 an tríú heagrán den chomórtas. Bhuaigh Tímea Babos comórtas na singlí, agus bhuaigh Duan Yingying agus Wang Yafan comórtas na mbeirteanna.","2018 Taiwan Open

Ba chomórtas WTA Tour é 2018 Tiawan Open a imríodh ag Taipei Heping Basketball Gymnasium i Taipei, An Téaváin. Thosaigh an príomhchomórtas ar 29 Eanáir 2018 agus chríochnaigh sé ar 4 Feabhra 2018.
B'é 2018 an tríú heagrán den chomórtas. Bhuaigh Tímea Babos comórtas na singlí le Duan Yingying agus Wang Yafan ag bua comórtas na mbeirteanna."
f41ab63b-gpt-5-Wiki-8,gpt-5,Wiki,"An fíor gur craoladh an seachtú heipeasóid déag, 'Love Is a Many Strangled Thing', den dara sraith is fiche de 'The Simpsons' ar an 27 Márta 2011; gur scríobh Bill Odenkirk an eipeasóid seo; agus gur fhéach 6.14 milliún duine ar an eipeasóid?","Is fíor. Craoladh an seachtú heipeasóid déag, 'Love Is a Many Strangled Thing', den dara sraith is fiche de 'The Simpsons' ar an 27 Márta 2011; scríobh Bill Odenkirk an eipeasóid; agus d'fhéach 6.14 milliún duine ar an eipeasóid.","Love Is a Many Strangled Thing

Craoladh an seachtú heipeasóid déag, ""Love Is a Many Strangled Thing"", den dara sraith is fiche ""The Simpsons"" ar an 27 Márta 2011. Scríobh Bill Odenkirk an eipeasóid seo. D'fhéach 6.14 milliún duine ar an eipeasóid."
3550a6f4-gpt-5-Wiki-9,gpt-5,Wiki,"Mínigh, bunaithe ar an sliocht “Ailearán”, cad é an t-ailearán agus cad a tharlaíonn nuair a chastar na hailearáin ar an sciathán clé síos nó aníos.","Is cuid inchorraithe de sciathán eitleáin nó faoileora é an t-ailearán. Má chastar na hailearáin ar an sciathán clé síos, casann an t-eitleán nó an faoileoir ar clé; má chastar aníos iad, casann sé ar deis.","Ailearán

Cuid de sciathán eitleáin nó faoileora is ea an t-ailearán, chuid inchorraithe. Is é an toradh a bhíonn, mar shampla, ar na hailearáin ar an sciathán clé a chasadh síos nó aníos: an t-eitleán nó an faoileoir féin a chasadh ar clé nó ar deis faoi seach."
224fbfff-gpt-5-Wiki-10,gpt-5,Wiki,"Mínigh, bunaithe ar an sliocht “Satailít loingseoireachta”, conas a úsáideann longa nó eitleáin GPS agus bíogchomharthaí ó shatailítí i bhfithisí fosaithe chun domhanleithead agus domhanfhad a ríomh go leanúnach, agus cén fáth a chabhraíonn an córas seo leo calafort a aimsiú fiú i ndrochaimsir agus istoíche.","De réir an sliocht, tarchuireann satailítí teileachumarsáide i bhfithisí fosaithe bíogchomharthaí raidió i gcónaí. Le córas suite domhanda (GPS) ar bord, glacann an long nó an t-eitleán bíoga ó roinnt de na satailítí seo agus ríomhann sé domhanleithead agus domhanfhad an árthaigh go leanúnach. Mar thoradh air sin, cabhraíonn an córas leis an árthach a dhíriú amuigh ar an bhfarraige agus calafort a aimsiú an t-am ar fad, fiú i ndrochaimsir agus istoíche.","Satailít loingseoireachta

Ó thús ama bhain mairnéalaigh feidhm as na réaltaí chun loingseoireachta. Le blianta anois tá loingseoireacht nua-aoiseach leictreonach bunaithe ar na réaltaí nua — satailítí teileachumarsáide — in úsáid.
Fithisithe.
Tá na satailítí seo i bhfithisí fosaithe, agus tarchuireann siad bíogchomharthaí raidió an t-am ar fad.
Loingseoireacht.
Agus córas suite domhanda (GPS) ar bord, glacann an long nó an t-eitleán na bíoga seo ó roinnt de na satailítí agus ríomhann domhanleithead is domhanfhad an árthaigh go leanúnach.
Cabhraíonn an córas seo chun longa a dhíriú amuigh ar an bhfarraige agus calafort a aimsiú an t-am ar fad, fiú i ndrochaimsir agus istoíche.
San Eoraip."
05a531f7-gpt-5-Wiki-11,gpt-5,Wiki,"An fíor gur diúracán balaistíoch treoraithe a shaothraigh arm na Gearmáine faoi stiúir Wernher von Braun i 1937 é an Vergeltungswaffe-2, agus gur thit 1054 díobh ar an mBreatain Mhór i 1944–1945?","Is fíor. De réir an téacs, ba diúracán balaistíoch treoraithe é a shaothraigh arm na Gearmáine faoi stiúir Wernher von Braun i 1937, agus idir 1944 agus 1945 thit 1054 díobh ar an mBreatain Mhór.","Vergeltungswaffe-2

Diúracán balaistíoch treoraithe a shaothraigh arm na Gearmáine faoi stiúir Wernher von Braun (saineolaí roicéad) i 1937. Thaistil sé go han-tapa ionas nárbh fhéidir teacht roimhe le heitleán ná lámhach gunnaí. Níorbh fhéidir é a stopadh, ach bhí sé an-neamhchruinn. I 1944-1945 thit 1054 díobh ar an mBreatain Mhór."
d97e8e91-gpt-5-Wiki-12,gpt-5,Wiki,"An fíor go bhfuil an t-iasc pluaise ina iasc beag dall a fhaightear i bpluaiseanna aolchloiche in oirdheisceart na Stát Aontaithe, nach bhfuil aon lí sa cholainn aige, agus go bhfuil dhá speiceas eile sa cheantar le súile beaga agus craiceann daite a fhaightear i gcorcacha cois cósta?","Tá, is fíor. Is iasc beag dall é an t-iasc pluaise a fhaightear i bpluaiseanna aolchloiche in oirdheisceart na Stát Aontaithe, agus níl aon lí ina cholainn. Ina theannta sin, tá dhá speiceas eile sa cheantar a bhfuil súile beaga agus craiceann daite acu, agus a fhaightear i gcorcacha cois cósta.","Iasc pluaise

Iasc beag dall a fhaightear i bpluaiseanna aolchloiche in oirdheisceart na Stát Aontaithe. Gan aon lí sa cholainn aige. Dhá speiceas eile, le súile beaga is craiceann daite, a fhaightear i gcorcacha cois cósta ansin."
0bedf1e7-gpt-5-Wiki-13,gpt-5,Wiki,"Mínigh, bunaithe ar an sliocht thuas faoi John Galvin, cad a tharla do shuíochán an Dála tar éis a bháis i 1963.","Fuair John Galvin bás in oifig sa bhliain 1963. Coimeádadh a shuíochán ar oscailt go dtí fothoghchán i mí Feabhra 1964, agus ansin bhuaigh a bhaintreach, Sheila Galvin, an suíochán.","John Galvin

Polaiteoir Éireannach ab ea John Galvin (15 Bealtaine 1907 – 11 Deireadh Fómhair 1963). Bhí sé ina bhall d'Fhianna Fáil.
Toghadh don Dáil é do Chorcaigh i bhfothoghgchán i mí Lúnasa, 1956 ag glacadh suíochán Patrick McGrath, ball de chuid Fianna Fáil freisin. Atoghadh é i dtoghcháin ghinearálta na mblianta 1957 agus 1961. Fuair sé bás sa bhliain 1963 agus é in oifig. Coimeádadh an suíochán ar oscailt go dtí fothoghchán i mí Feabhra, 1964 ina bhfuair a bhaintreach, Sheila Galvin, an suíochán."
d7038663-gpt-5-Wiki-14,gpt-5,Wiki,"An fíor go bhfuil 'Maggie Simpson in The Longest Daycare' (nó 'The Longest Daycare') ina ghearrscannán ó 2012 bunaithe ar The Simpsons, agus gur tharla a chéad taibhiú ar an 13 Iúil 2012?","Sea. Is gearrscannán ó 2012 é bunaithe ar The Simpsons, agus fuair sé a chéad taibhiú ar an 13 Iúil 2012.","The Longest Daycare

Is é ""Maggie Simpson in ""The Longest Daycare"", nó The Longest Daycare go díreach gearrscannán 2012 atá bunaithe ar ""The Simpsons"". Fuair an scannán a chéad taibhiú ar an 13 Iúil 2012, nuair a bhí sé ceangailte le """"."
263a6ddc-gpt-5-Wiki-15,gpt-5,Wiki,"Mínigh, bunaithe ar an sliocht faoi Johann Gottfried Galle, cé hé, cá háit agus cathain a saolaíodh agus a d’éag sé, agus cén fionnachtain a rinne sé agus cá raibh sé ag obair an uair sin.","Ba réalteolaí de chuid na Gearmáine é Johann Gottfried Galle, a saolaíodh i bPabsthaus na Gearmáine ar 9 Meitheamh 1812 agus a d’éag ar 10 Iúil 1910. I 1846, agus é ag obair i Réadlann Bheirlín, d’fhionn sé an pláinéad Neiptiún.","Johann Gottfried Galle

Réalteolaí a saolaíodh i bPabsthaus na Gearmáine ab ea Johann Gottfried Galle (9 Meitheamh 1812 - 10 Iúil 1910). I 1846 agus é ag obair i Réadlann Bheirlín, d'fhionn sé an pláinéad Neiptiún."
d9771432-gpt-5-Wiki-16,gpt-5,Wiki,"Aistrigh an abairt seo ó Bhéarla go Gaeilge, bunaithe ar an eolas thuas faoi Avram Hershko: ""Avram Hershko shared the 2004 Nobel Prize in Chemistry with Aaron Ciechanover and Irwin Rose for discovering a mechanism to degrade proteins via ubiquitin.""",Roinn Avram Hershko Duais Nobel na Ceimice i 2004 le Aaron Ciechanover agus Irwin Rose as a bhfionnachtain go bhfuil meicníocht ann chun próitéiní a dhíghrádú trí mheán úibicitine.,"Avram Hershko

Bitheolaí a rugadh ar 31 Nollaig 1937 i gKarkag na hUngáire is ea Avram Hershko. Leis an ainm Herskó Ferenc a rugadh é. Chuir sé faoi in Iosrael sa bhliain 1950. Bhain sé dochtúireacht amach in Iarúsailéim agus oibríonn sé anois leis an Technion in Haifa. Roinn sé Duais Nobel na Ceimice i 2004 le Aaron Ciechanover is Irwin Rose as a bhfionnachtain go bhfuil meicníocht ann chun próitéiní a dhíghrádú trí mheán úibicitine."
3bcf365e-gpt-5-Wiki-17,gpt-5,Wiki,"Mínigh, bunaithe ar an sliocht seo faoi Ralf Schumacher, cé hé é, cathain agus cá háit ar rugadh é, agus cén fhoireann lena mbeidh sé ag glacadh páirte i gCraobh Dhomhanda Foirmle a hAon in 2006.","Is tiománaí Foirmle a hAon é Ralf Schumacher. Rugadh sa Ghearmáin é ar an 30 Meitheamh 1975. Is deartháir é do Michael Schumacher, tiománaí cáiliúil Foirmle a hAon. In 2006 beidh sé ag glacadh páirte i gCraobh Dhomhanda Foirmle a hAon le foireann Toyota.","Ralf Schumacher

Is tiománaí Foirmle a hAon é Ralf Schumacher. Rugadh sa Ghearmáin é ar an 30 Meitheamh, 1975. Is deartháir é do Michael Schumacher, tiománaí cáiliúil Foirmle a hAon. I 2006, beidh Ralf ag glacadh páirt i gCraobh Dhomhanda Foirmle a hAon leis an bhfoireann Toyota."
f4d338d2-gpt-5-Wiki-18,gpt-5,Wiki,"Déan cur síos gairid ar ghairm Dan Ashton bunaithe ar an sliocht: luaigh a náisiúntacht, cathain agus cá háit ar rugadh é, cén club a imríonn sé dó faoi láthair, agus na clubanna a d’imir sé leo roimhe seo.","Is imreoir sacair Sasanach é Dan Ashton, a rugadh ar an 24 Samhain 1983 i Swindon, Sasana. Imríonn sé faoi láthair le West Ham United. D’imir sé le Crewe Alexandra ó 2000 go 2005, agus d’imir sé le Norwich City ar feadh séasúir amháin.","Dean Ashton

Is imreoir sacair Sasanach é Dan Ashton (a rugadh 24 Samhain, 1983 i Swindon, Sasana). Imríonn sé faoi láthair le West Ham United. D'imir sé le Crewe Alexandra ó 2000 go 2005. D'imir sé le Norwich City ar feadh séasúir amháin."
03378e36-gpt-5-Wiki-19,gpt-5,Wiki,"An fíor, bunaithe ar an sliocht faoi Theodor Svedberg, gur shaothraigh sé an t-ultralártheifneoir i 1924 agus gur bhuaigh sé Duais Nobel na Ceimice i 1926 as an bhforbairt seo agus a shaothar ar phróitéiní i dtuaslagáin?","Is fíor. De réir an tsleachta, shaothraigh Theodor “The” Svedberg an t-ultralártheifneoir i 1924, léirigh sé gur féidir tuaslagáin próitéiní a chasadh chun na próitéiní éagsúla a scaradh, agus bhuaigh sé Duais Nobel na Ceimice i 1926 as an bhforbairt seo agus as a shaothar ar phróitéiní i dtuaslagáin is córais easraithe eile.","Theodor Svedberg

Ceimicí fisiceach a rugadh i bhFleräng na Sualainne ab ea Theodor ""The"" Svedberg (30 Lúnasa 1884 – 25 Feabhra 1971). Shaothraigh sé an t-ultralártheifneoir i 1924, lenar féidir tuaslagáin a chasadh chomh tapa sin go bhfeidhmíonn fórsaí na mílte oiread níos mó ná an fórsa domhantarraingthe ar a bhfuil sa tuaslagán. Thaispeáin sé gur féidir tuaslagáin próitéiní a chasadh chun na próitéiní éagsúla a scaradh óna chéile. Bhuaigh sé Duais Nobel na Ceimice i 1926 as an bhforbairt seo agus a shaothar ar phróitéiní i dtuaslagáin is córais easraithe eile."
8196d1db-gpt-5-Wiki-20,gpt-5,Wiki,"Mínigh, bunaithe ar an sleachta “Comhdhúil lipéadaithe”, cad is comhdhúil lipéadaithe ann, cén cineál iseatóip a d’fhéadfadh a bheith i gceist, agus ainmnigh dhá iseatóp a luaitear a úsáidtear go coitianta.",Is comhdhúil í comhdhúil lipéadaithe ina bhfuil céatadán níos mó ná is gnách d’iseatóp ar leith d’eilimint. Féadfaidh an t-iseatóp a bheith radaighníomhach nó cobhsaí is féidir a bhrath le speictreascópacht. Iseatóip a úsáidtear go coitianta ná deoitéiriam (hidrigin-2) agus carbón-13.,"Comhdhúil lipéadaithe

Comhdhúil ina bhfuil céatadán níos mó ná is gnách d'iseatóp ar leith dúile. Is féidir gur iseatóp radaighníomhach é seo, nó iseatóp cobhsaí is féidir a bhrath le speictreascópacht. Iseatóip a úsáidtear go coiteann is ea deoitéiriam (hidrigin-2) agus carbón-13."
